codigo_onibus,placa,linha,latitude,longitude,velocidade,sentido,trajeto,hodometro,datahoracoleta,dataposicao,horaposicao
RJG7D28 MOTO,RJG7D28,0,-23.00078,-43.364649,0.0,,,1625.3,2023-12-18 15:51:37,2023-12-06,11:47:56
902072,,31,-23.002065,-43.36605,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],58770.3,2023-12-18 15:51:37,2023-12-18,12:29:17
902101,,40,-23.002727,-43.366152,23.9,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],27803.0,2023-12-18 15:51:37,2023-12-18,09:59:31
902068,,46,-23.00217,-43.365867,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],70484.7,2023-12-18 15:51:37,2023-12-18,13:39:52
902064,,46,-22.854808,-43.252094,0.0,ida,46 - GARAGEM X PENHA1,0.0,2023-12-18 15:51:37,2023-12-18,10:47:01
902070,,31,-23.002141,-43.366902,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],74256.4,2023-12-18 15:51:37,2023-12-18,08:07:19
901083,,53,-23.001392,-43.367348,15.8,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],103795.4,2023-12-18 15:51:37,2023-12-18,15:50:56
901087,,35,-22.964615,-43.391664,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],81268.1,2023-12-18 15:51:37,2023-12-18,15:33:30
902085,,31,-23.002113,-43.366028,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],64813.2,2023-12-18 15:51:37,2023-12-18,15:29:57
E902012,,50,-22.965445,-43.391814,0.0,ida,50 - GARAGEM X CENTRO OLIMPICO,11735.8,2023-12-18 15:51:37,2023-12-17,21:58:33
E902001,,43,-22.839714,-43.240094,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],42008.6,2023-12-18 15:51:37,2023-12-18,15:51:09
E902006,,50,-23.006881,-43.312321,0.0,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],49692.3,2023-12-18 15:51:37,2023-12-18,15:51:07
E902011,,50,-23.006483,-43.313417,0.0,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],38875.9,2023-12-18 15:51:37,2023-12-18,15:51:16
E902014,,50,-22.97333,-43.372813,59.0,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],38799.9,2023-12-18 15:51:37,2023-12-18,15:51:12
E902002,,42,-22.839173,-43.24006,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],40609.2,2023-12-18 15:51:37,2023-12-18,15:51:10
901095,,51,-22.980407,-43.40908,44.0,volta,51 - SENTIDO TERMINAL DEODORO (PARADOR) [VOLTA],0.0,2023-12-18 15:51:37,2023-12-18,15:46:10
902069,,46,-22.856205,-43.326492,44.5,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],63367.0,2023-12-18 15:51:37,2023-12-18,15:51:22
902094,,40,-23.001529,-43.367807,14.8,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],32089.9,2023-12-18 15:51:37,2023-12-18,10:30:54
903068,,14,-23.007972,-43.44021,0.0,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],10868.8,2023-12-18 15:51:37,2023-12-18,15:31:30
901097,,22,-23.00007,-43.352552,18.0,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],68560.8,2023-12-18 15:51:37,2023-12-18,15:51:21
902081,,41,-22.878618,-43.341077,6.3,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],32025.6,2023-12-18 15:51:37,2023-12-18,15:51:01
902075,,41,-22.916456,-43.362019,1.7000000000000002,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],8231.7,2023-12-18 15:51:37,2023-12-18,15:50:58
902013,,50,-23.000134,-43.352186,0.0,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],39631.1,2023-12-18 15:51:37,2023-12-18,15:51:15
902082,,40,-23.000718,-43.365012,0.0,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],31574.5,2023-12-18 15:51:37,2023-12-18,15:49:44
903062,,14,-23.008391,-43.440991,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],52704.1,2023-12-18 15:51:37,2023-12-18,15:22:17
902089,,41,-22.878689,-43.33635,0.0,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],30421.0,2023-12-18 15:51:37,2023-12-18,15:51:13
903041,,17,-22.905035,-43.556958,10.1,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],47975.6,2023-12-18 15:51:37,2023-12-18,15:41:07
903051,,14,-23.008616,-43.440178,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],62691.9,2023-12-18 15:51:37,2023-12-18,15:24:48
902055,,31,-23.002406,-43.366514,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],11.0,2023-12-18 15:51:37,2023-12-18,15:51:19
903044,,14,-23.008373,-43.441011,0.0,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],63234.4,2023-12-18 15:51:37,2023-12-18,15:17:18
902086,,41,-23.008477,-43.439856,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],31009.9,2023-12-18 15:51:37,2023-12-18,15:08:14
903036,,17,-22.913851,-43.597498,40.9,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],181970.7,2023-12-18 15:51:37,2023-12-18,15:51:14
902043,,46,-22.938941,-43.372256,52.9,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],63523.8,2023-12-18 15:51:37,2023-12-18,15:51:05
902036,,46,-22.854811,-43.252054,0.0,ida,46 - GARAGEM X PENHA1,67327.6,2023-12-18 15:51:37,2023-12-18,15:36:07
903039,,14,-23.008116,-43.440404,0.0,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],49808.5,2023-12-18 15:51:37,2023-12-18,15:48:31
903047,,17,-22.930936,-43.655971,43.1,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],48388.3,2023-12-18 15:51:37,2023-12-18,15:51:10
902074,,41,-22.910284,-43.35992,52.9,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],30523.7,2023-12-18 15:51:37,2023-12-18,15:51:18
902039,,46,-23.001443,-43.367313,17.3,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],64531.7,2023-12-18 15:51:37,2023-12-18,15:30:33
903040,,14,-23.008368,-43.440877,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],11194.1,2023-12-18 15:51:37,2023-12-18,15:34:39
902044,,46,-22.842503999999998,-43.254391,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],61550.6,2023-12-18 15:51:37,2023-12-18,14:06:29
902038,,46,-22.853055,-43.314427,3.1,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],41025.0,2023-12-18 15:51:37,2023-12-18,15:51:12
903048,,17,-22.916445,-43.607162,4.7,ida,17 - GARAGEM X CAMPO GRANDE,40208.5,2023-12-18 15:51:37,2023-12-18,15:51:13
902041,,46,-22.97901,-43.365692,48.5,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],70113.7,2023-12-18 15:51:37,2023-12-18,15:51:15
903064,,14,-23.008264,-43.440801,0.0,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],52111.9,2023-12-18 15:51:37,2023-12-18,15:34:46
902037,,43,-22.940704,-43.372466,10.5,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],71068.7,2023-12-18 15:51:37,2023-12-18,15:51:05
903069,,17,-22.915624,-43.627814,29.9,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],63553.3,2023-12-18 15:51:37,2023-12-18,15:51:17
902034,,31,-23.001273,-43.364505,10.7,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],60540.5,2023-12-18 15:51:37,2023-12-18,08:44:39
902088,,40,-23.00104,-43.365923,5.0,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],29111.8,2023-12-18 15:51:37,2023-12-18,10:30:52
902042,,43,-22.83924,-43.240038,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],67132.1,2023-12-18 15:51:37,2023-12-18,15:51:17
902040,,43,-22.965827,-43.391621,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],68483.4,2023-12-18 15:51:37,2023-12-18,15:37:36
903049,,17,-22.80385,-43.341282,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],4771.6,2023-12-18 15:51:37,2023-12-16,10:13:31
903038,,17,-22.902055,-43.556302,6.6,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],55717.5,2023-12-18 15:51:37,2023-12-18,15:21:51
903053,,14,-23.008116,-43.440628,0.0,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],59685.3,2023-12-18 15:51:37,2023-12-18,15:44:28
903042,,17,-22.908822,-43.578461,47.2,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],46105.3,2023-12-18 15:51:37,2023-12-18,15:49:50
902087,,41,-23.008635,-43.440427,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],29949.8,2023-12-18 15:51:37,2023-12-18,15:51:08
903050,,17,-22.916624,-43.606986,0.0,ida,17 - GARAGEM X CAMPO GRANDE,0.0,2023-12-18 15:51:37,2023-12-18,15:44:05
903067,,17,-22.910072,-43.582256,43.6,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],59138.6,2023-12-18 15:51:37,2023-12-18,15:44:17
RJG7D29 MOTO,RJG7D29,0,-23.000791,-43.3638,0.0,,,6833.1,2023-12-18 15:51:37,2023-12-18,15:26:07
902076,,31,-23.002158,-43.36601,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],57776.2,2023-12-18 15:51:37,2023-12-18,15:31:49
902083,,41,-23.008674,-43.440523,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],23425.2,2023-12-18 15:51:37,2023-12-18,15:51:02
902096,,41,-22.989161,-43.416974,53.4,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],33603.5,2023-12-18 15:51:37,2023-12-18,15:50:56
902084,,40,-23.002066,-43.36596,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],31466.1,2023-12-18 15:51:37,2023-12-18,13:29:24
902100,,40,-23.002351,-43.365299,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],33232.3,2023-12-18 15:51:37,2023-12-18,15:30:13
903059,,14,-23.00835,-43.440862,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],9994.7,2023-12-18 15:51:37,2023-12-18,15:42:23
903043,,17,-22.903107,-43.556558,13.4,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],46926.5,2023-12-18 15:51:37,2023-12-18,15:15:57
902079,,43,-22.839853,-43.240131,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],60255.7,2023-12-18 15:51:37,2023-12-18,14:54:01
903066,,14,-23.008566,-43.440139,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],57723.0,2023-12-18 15:51:37,2023-12-18,15:33:39
902098,,40,-23.002248,-43.365781,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],30129.0,2023-12-18 15:51:37,2023-12-18,15:31:47
902099,,40,-23.001069,-43.365628,7.7,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],34070.4,2023-12-18 15:51:37,2023-12-18,15:28:40
902093,,41,-22.936149,-43.371681,30.1,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],30579.1,2023-12-18 15:51:37,2023-12-18,15:51:08
902091,,40,-23.001986,-43.366608,3.7,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],35923.3,2023-12-18 15:51:37,2023-12-18,08:26:49
901099,,51,-23.008625,-43.440215,0.0,volta,51 - SENTIDO TERMINAL DEODORO (PARADOR) [VOLTA],60448.6,2023-12-18 15:51:37,2023-12-18,15:19:49
903046,,14,-23.008373,-43.441027,0.0,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],58941.1,2023-12-18 15:51:37,2023-12-18,15:33:37
902077,,46,-22.8415,-43.2772,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],67999.4,2023-12-18 15:51:37,2023-12-18,15:51:07
902104,,40,-22.935037,-43.371878,0.0,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],29824.6,2023-12-18 15:51:37,2023-12-18,15:46:57
902106,,40,-23.002529,-43.36664,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],29050.2,2023-12-18 15:51:37,2023-12-18,14:25:25
902108,,40,-22.8981,-43.35246,21.7,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],7295.0,2023-12-18 15:51:37,2023-12-18,15:51:08
902109,,43,-22.940446,-43.372452,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],28109.0,2023-12-18 15:51:37,2023-12-18,15:51:03
903061,,17,-22.91789,-43.684182,0.2,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],10246.6,2023-12-18 15:51:37,2023-12-18,15:47:22
903070,,35,-22.856579,-43.258781,36.1,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],24990.0,2023-12-18 15:51:37,2023-11-29,14:00:41
902126,,18,-23.006732,-43.313038,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],8302.1,2023-12-18 15:51:37,2023-12-18,15:26:50
86887,KRQ6875,10,-22.920173,-43.608368,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],39235.9,2023-12-18 15:51:37,2023-11-11,23:01:07
903065,,17,-22.903452,-43.556628,25.3,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],24137.7,2023-12-18 15:51:37,2023-12-18,15:27:48
902132,,10,-22.968529,-43.620834,33.8,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3438.9,2023-12-18 15:51:37,2023-12-18,15:29:50
902156,,10,-23.011225,-43.533532,58.4,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],23371.3,2023-12-18 15:51:37,2023-12-18,15:49:37
902151,,13,-23.018397,-43.482976,46.7,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],12400.2,2023-12-18 15:51:37,2023-12-18,15:51:03
902131,,12,-23.002168,-43.366762,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],2782.9,2023-12-18 15:51:37,2023-12-18,08:54:54
902153,,10,-22.938263,-43.666686,40.7,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2259.9,2023-12-18 15:51:37,2023-12-18,04:36:39
902137,,12,-23.00196,-43.36583,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],4589.5,2023-12-18 15:51:37,2023-12-18,11:06:26
902129,,10,-22.920402,-43.607159,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3379.2,2023-12-18 15:51:37,2023-12-18,15:45:32
902128,,25,-23.000649,-43.364647,0.0,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],8372.799,2023-12-18 15:51:37,2023-12-18,15:40:30
902146,,18,-23.006549,-43.315239,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],11556.5,2023-12-18 15:51:37,2023-12-18,14:43:36
902144,,10,-23.002558,-43.366438,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],54305.2,2023-12-18 15:51:37,2023-12-18,14:20:40
902150,,25,-23.000322,-43.397156,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3409.7,2023-12-18 15:51:37,2023-12-18,15:50:57
Etios KYO8080,KYO8080,0,-22.876947,-43.329385,0.0,,,9187.2,2023-12-18 15:51:37,2023-12-18,13:56:26
902127,,12,-23.007659,-43.544156,60.9,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2895.5,2023-12-18 15:51:37,2023-12-18,15:51:12
861039050366992,,0,-23.317433,-46.578731,0.0,,,3927.3,2023-12-18 15:51:37,2023-12-18,15:44:45
861039050367040,,0,-23.502683,-46.565279,47.9,,,0.0,2023-12-18 15:51:37,2023-12-18,15:51:15
861039050386974,,0,-23.485722,-46.616475,0.0,,,10055.2,2023-12-18 15:51:37,2023-12-18,15:51:10
861039050363965,,0,-23.317113,-46.578199,0.0,,,1.9,2023-12-18 15:51:37,2023-12-18,15:51:16
861039050395173,,0,-23.317054,-46.578318,0.0,,,3164.5,2023-12-18 15:51:37,2023-12-18,15:44:08
861039050362256,,0,-23.457926,-46.493228,30.2,,,2033.2,2023-12-18 15:51:37,2023-12-18,15:50:47
902145,,10,-22.992872,-43.598111,35.1,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],66689.399,2023-12-18 15:51:37,2023-12-18,15:50:52
902149,,10,-23.000674,-43.365703,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],8359.6,2023-12-18 15:51:37,2023-12-18,15:47:52
902214,,13,-23.006881,-43.312067,11.7,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],3067.6,2023-12-18 15:51:37,2023-12-18,15:51:21
902136,,25,-23.016779,-43.514183,58.2,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],13122.9,2023-12-18 15:51:37,2023-12-16,23:25:37
902142,,12,-23.008328,-43.443267,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],14123.8,2023-12-18 15:51:37,2023-12-18,15:25:14
902143,,12,-22.920622,-43.607185,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],755.8,2023-12-18 15:51:37,2023-12-18,14:20:26
902148,,13,-23.015611,-43.51961,54.1,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],14436.2,2023-12-18 15:51:37,2023-12-18,15:47:16
902139,,10,-22.926975,-43.678332,38.7,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3574.1,2023-12-18 15:51:37,2023-12-18,15:48:44
902165,,10,-22.918982,-43.607199,11.9,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3364.6,2023-12-18 15:51:37,2023-12-18,15:51:21
902135,,18,-23.006682,-43.313869,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],107542.8,2023-12-18 15:51:37,2023-12-18,15:47:36
902134,,12,-22.91905,-43.607309,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],1337.0,2023-12-18 15:51:37,2023-12-18,15:49:31
902124,,10,-22.920755,-43.607827,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2836.6,2023-12-18 15:51:37,2023-12-18,15:51:13
902138,,13,-22.919132,-43.607607,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],2206.7,2023-12-18 15:51:37,2023-12-18,14:48:30
902161,,12,-22.919115,-43.607578,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],3500.2,2023-12-18 15:51:37,2023-12-18,14:56:49
902147,,10,-22.950209,-43.651419,31.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2804.0,2023-12-18 15:51:37,2023-12-18,15:50:35
902230,,13,-23.000216,-43.39704,60.2,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],2737.6,2023-12-18 15:51:37,2023-12-18,11:22:05
902177,,12,-22.920598,-43.607349,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2054.5,2023-12-18 15:51:37,2023-12-18,15:50:25
902197,,10,-23.000946,-43.367301,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],3646.4,2023-12-18 15:51:37,2023-12-18,15:50:59
902191,,25,-22.920344,-43.607907,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],2672.9,2023-12-18 15:51:37,2023-12-18,15:35:14
902201,,13,-23.000322,-43.397093,23.8,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],3316.9,2023-12-18 15:51:37,2023-12-18,15:51:12
902172,,13,-22.919107,-43.607313,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],1983.6,2023-12-18 15:51:37,2023-12-18,15:39:09
902179,,18,-22.920487,-43.607326,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],1713.7,2023-12-18 15:51:37,2023-12-17,14:39:05
902182,,10,-22.920552999999998,-43.60759,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2665.1,2023-12-18 15:51:37,2023-12-18,15:31:29
902192,,10,-23.000488,-43.381963999999996,48.8,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3457.3,2023-12-18 15:51:37,2023-12-18,12:16:40
902188,,25,-22.920694,-43.607741,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3275.4,2023-12-18 15:51:37,2023-12-18,15:33:11
902181,,12,-23.00233,-43.36597,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],2595.6,2023-12-18 15:51:37,2023-12-18,15:27:01
902196,,0,-23.000972,-43.365159,0.0,,,368.3,2023-12-18 15:51:37,2023-12-18,14:13:25
902169,,25,-23.000305,-43.381058,57.9,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],2282.2,2023-12-18 15:51:37,2023-12-18,15:51:22
902183,,0,-22.920551,-43.607345,0.0,,,517.299,2023-12-18 15:51:37,2023-12-15,22:00:15
902167,,10,-22.919074,-43.607286,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],4635.1,2023-12-18 15:51:37,2023-12-18,15:19:16
902162,,0,-22.964817,-43.391652,0.0,,,20.5,2023-12-18 15:51:37,2023-12-14,11:41:29
902176,,12,-23.002582,-43.365827,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],4107.899,2023-12-18 15:51:37,2023-12-18,15:19:01
902180,,25,-23.016367,-43.515775,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],4193.399,2023-12-18 15:51:37,2023-12-18,15:51:00
902164,,18,-23.006628,-43.314513,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],4222.0,2023-12-18 15:51:37,2023-12-18,15:42:13
902160,,25,-22.920766,-43.608079,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3886.9,2023-12-18 15:51:37,2023-12-18,15:51:09
902174,,20,-22.998642,-43.586248,59.9,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],3797.5,2023-12-18 15:51:37,2023-12-18,15:51:02
902173,,10,-23.002509,-43.366348,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2688.6,2023-12-18 15:51:37,2023-12-18,08:46:15
902170,,10,-23.002465,-43.366785,24.8,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],3088.9,2023-12-18 15:51:37,2023-12-18,14:05:48
902130,,10,-23.006437,-43.43584,56.5,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2766.8,2023-12-18 15:51:37,2023-12-18,15:51:06
902158,,25,-23.00097,-43.364408,14.1,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],2533.9,2023-12-18 15:51:37,2023-12-18,12:19:00
902166,,10,-23.002562,-43.366322,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],4663.1,2023-12-18 15:51:37,2023-12-18,12:12:33
902163,,10,-23.000415,-43.378619,1.2,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2784.9,2023-12-18 15:51:37,2023-12-18,13:29:36
902168,,25,-23.000112,-43.4138,40.3,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],3400.0,2023-12-18 15:51:37,2023-12-18,15:51:05
902140,,10,-23.000413,-43.386803,52.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2893.3,2023-12-18 15:51:37,2023-12-18,15:51:19
902159,,13,-23.015432,-43.522683,51.6,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],3266.4,2023-12-18 15:51:37,2023-12-18,15:50:39
902121,SQX3F57,10,-22.920515,-43.607548,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],1609.6,2023-12-18 15:51:37,2023-12-18,13:36:36
902195,,10,-23.002659,-43.569348,59.4,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2796.3,2023-12-18 15:51:37,2023-12-18,15:50:55
902194,,25,-22.972555,-43.401058,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3610.8,2023-12-18 15:51:37,2023-12-18,15:37:17
902199,,25,-23.018305,-43.481673,23.6,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3377.2,2023-12-18 15:51:37,2023-12-18,10:05:33
902178,,25,-23.002544,-43.36626,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],2702.9,2023-12-18 15:51:37,2023-12-18,11:43:00
902186,,10,-23.019934,-43.488809,31.9,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],3876.5,2023-12-18 15:51:37,2023-12-18,15:50:28
902190,,12,-23.000949,-43.364979,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],26005.5,2023-12-18 15:51:37,2023-12-18,15:19:01
902171,,10,-23.000957,-43.366383,30.9,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],808.5,2023-12-18 15:51:37,2023-12-18,11:36:44
902198,,12,-22.919806,-43.645164,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],0.0,2023-12-18 15:51:37,2023-12-17,13:43:47
902218,,20,-22.92072,-43.607779,0.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],2114.7,2023-12-18 15:51:37,2023-12-18,15:36:29
861039050305354,,0,-22.906189,-43.177554,0.0,,,0.0,2023-12-18 15:51:37,2023-11-29,09:19:19
